formula,temperature(K),sum_Atomic_Number,sum_Atomic_Weight,sum_Mendeleev_Number,sum_l_quantum_number,sum_Atomic_Radius,sum_Covalent_Radius,sum_Pauling_Electronegativity,sum_number_of_valence_electrons,sum_1st_ionization_potential_(kJ/mol),sum_Melting_point_(K),sum_Boiling_Point_(K),sum_Density_(g/mL),sum_specific_heat_(J/g_K)_,sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_thermal_conductivity_(W/(m_K))_,sum_SpaceGroupNumber,seebeck_coefficient,Thermal_conductivity,electrical_conductivity(S/m)
Ba8.02Cu5.04Si6Ge34.93,615,1797.04,4126.41468,3622.21,51.01,77.9211,72.1094,98.3231,235.2,39127.52,67572.8705,153819.7485,273.036,18.98888,1721.5412,16516.009,5148.915,12191.83,-116.0,1.38,56349.0
Ba8.02Cu5.04Si6Ge34.93,665,1797.04,4126.41468,3622.21,51.01,77.9211,72.1094,98.3231,235.2,39127.52,67572.8705,153819.7485,273.036,18.98888,1721.5412,16516.009,5148.915,12191.83,-125.0,1.4,52000.0
Ba8.02Cu5.04Si6Ge34.93,716,1797.04,4126.41468,3622.21,51.01,77.9211,72.1094,98.3231,235.2,39127.52,67572.8705,153819.7485,273.036,18.98888,1721.5412,16516.009,5148.915,12191.83,-130.0,1.33,47500.0
Ba8.02Cu5.04Si6Ge34.93,766,1797.04,4126.41468,3622.21,51.01,77.9211,72.1094,98.3231,235.2,39127.52,67572.8705,153819.7485,273.036,18.98888,1721.5412,16516.009,5148.915,12191.83,-134.0,1.37,44660.0
Ba8.02Cu5.04Si6Ge34.93,814,1797.04,4126.41468,3622.21,51.01,77.9211,72.1094,98.3231,235.2,39127.52,67572.8705,153819.7485,273.036,18.98888,1721.5412,16516.009,5148.915,12191.83,-138.0,1.39,42180.0
Ba8.03Cu5Ge40.97,415,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-114.0,1.32,45700.0
Ba8.03Cu5Ge40.97,465,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-125.0,1.27,42120.0
Ba8.03Cu5Ge40.97,514,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-136.0,1.25,38800.0
Ba8.03Cu5Ge40.97,564,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-147.0,1.24,35600.0
Ba8.03Cu5Ge40.97,613,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-157.0,1.25,32900.0
Ba8.03Cu5Ge40.97,809,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-163.0,1.49,27310.0
Ba8.03Cu5Ge40.97,760,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-165.0,1.38,27735.0
Ba8.03Cu5Ge40.97,711,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-167.0,1.32,28630.0
Ba8.03Cu5Ge40.97,661,1905.72,4395.29751,3628.9,50.97,78.7784,72.7828,98.9964,234.94,38983.23,64801.828,156699.4,290.8654,16.64852,1640.9143,16198.733,4606.855,12182.12,-167.0,1.28,30340.0
Ba8.04Cu4.99Si18Ge22.98,760,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-117.0,1.87,27550.0
Ba8.04Cu4.99Si18Ge22.98,712,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-132.0,1.76,25850.0
Ba8.04Cu4.99Si18Ge22.98,417,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-154.0,1.3,28650.0
Ba8.04Cu4.99Si18Ge22.98,663,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-147.0,1.65,25100.0
Ba8.04Cu4.99Si18Ge22.98,615,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-160.0,1.53,25000.0
Ba8.04Cu4.99Si18Ge22.98,466,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-163.0,1.31,27400.0
Ba8.04Cu4.99Si18Ge22.98,514,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-168.0,1.36,26350.0
Ba8.04Cu4.99Si18Ge22.98,566,1582.31,3595.32042,3611.14,50.96,76.2817,70.821,97.0264,234.89,39438.43,73137.2535,148171.1615,237.044,23.66996,1886.2107,17160.219,6189.428,12220.41,-170.0,1.42,25500.0
Ba8.04Cu4.9Si3.23Ge37.83,417,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-81.0,1.56,85500.0
Ba8.04Cu4.9Si3.23Ge37.83,466,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-90.0,1.55,77600.0
Ba8.04Cu4.9Si3.23Ge37.83,517,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-100.0,1.52,71000.0
Ba8.04Cu4.9Si3.23Ge37.83,663,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-130.0,1.51,55000.0
Ba8.04Cu4.9Si3.23Ge37.83,712,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-137.0,1.51,50825.0
Ba8.04Cu4.9Si3.23Ge37.83,763,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-143.0,1.53,47800.0
Ba8.04Cu4.9Si3.23Ge37.83,810,1848.12,4253.036945,3626.47,50.86,78.319,72.4191,98.6409,234.22,39063.09,66280.242,155179.55,280.8255,17.90106,1686.9717,16372.1276,4856.893,12188.62,-143.0,1.53,45500.0
Ba8.07Cu4.89Si41.03,417,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-54.0,2.86,150300.0
Ba8.07Cu4.89Si41.03,466,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-60.0,2.72,143000.0
Ba8.07Cu4.89Si41.03,517,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-66.0,2.7,136190.0
Ba8.07Cu4.89Si41.03,566,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-73.0,2.69,128829.0
Ba8.07Cu4.89Si41.03,615,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-78.0,2.7,123300.0
Ba8.07Cu4.89Si41.03,665,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-83.0,2.72,115320.0
Ba8.07Cu4.89Si41.03,713,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-87.0,2.8,110000.0
Ba8.07Cu4.89Si41.03,763,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-91.0,2.88,103700.0
Ba8.07Cu4.89Si41.03,811,1168.15,2571.316895,3585.93,50.81,73.0509,68.2701,94.4303,234.05,39992.87,83746.2885,137160.4485,167.6593,32.63578,2200.4235,18378.9536,8181.818,12262.09,-93.0,2.92,100000.0
Ba8Cu5.04Si13.01Ge27.96,417,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-83.0,1.87,80226.0
Ba8Cu5.04Si13.01Ge27.96,466,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-92.0,1.87,74300.0
Ba8Cu5.04Si13.01Ge27.96,517,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-100.0,1.86,69600.0
Ba8Cu5.04Si13.01Ge27.96,566,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-106.0,1.84,65100.0
Ba8Cu5.04Si13.01Ge27.96,615,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-112.0,1.82,61210.0
Ba8Cu5.04Si13.01Ge27.96,665,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-116.0,1.81,57450.0
Ba8Cu5.04Si13.01Ge27.96,713,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-120.0,1.81,53800.0
Ba8Cu5.04Si13.01Ge27.96,763,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-125.0,1.81,50710.0
Ba8Cu5.04Si13.01Ge27.96,811,1671.02,3814.455795,3618.18,51.05,76.9391,71.3475,97.6146,235.32,39323.19,70844.5555,150575.8615,252.2189,21.7315,1818.2699,16900.1782,5768.524,12210.27,-124.0,1.81,49200.0
Ba8Cu5.18Si9.98Ge30.85,415,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-90.0,1.67,69900.0
Ba8Cu5.18Si9.98Ge30.85,466,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-101.0,1.68,65700.0
Ba8Cu5.18Si9.98Ge30.85,514,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-111.0,1.65,60944.0
Ba8Cu5.18Si9.98Ge30.85,566,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-119.0,1.67,56800.0
Ba8Cu5.18Si9.98Ge30.85,613,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-126.0,1.7,52780.0
Ba8Cu5.18Si9.98Ge30.85,663,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-133.0,1.64,49306.0
Ba8Cu5.18Si9.98Ge30.85,809,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-136.0,1.64,41600.0
Ba8Cu5.18Si9.98Ge30.85,711,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-139.0,1.67,46254.0
Ba8Cu5.18Si9.98Ge30.85,760,1725.14,3948.09607,3619.11,51.19,77.3913,71.7032,97.9325,236.3,39245.06,69461.8615,151978.2915,261.7882,20.5582,1773.687,16734.3346,5549.335,12204.21,-140.0,1.66,43500.0
Ba8Cu5Si25Ge16,415,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-66.0,1.88,107000.0
Ba8Cu5Si25Ge16,465,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-76.0,1.87,100000.0
Ba8Cu5Si25Ge16,514,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-83.0,1.89,94600.0
Ba8Cu5Si25Ge16,564,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-91.0,1.9,88700.0
Ba8Cu5Si25Ge16,613,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-98.0,1.9,84000.0
Ba8Cu5Si25Ge16,661,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-103.0,1.91,78400.0
Ba8Cu5Si25Ge16,711,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-108.0,1.91,72800.0
Ba8Cu5Si25Ge16,809,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-112.0,2.05,65700.0
Ba8Cu5Si25Ge16,760,1455.0,3280.2435,3606.0,51.0,75.24,70.01,96.28,235.0,39616.0,76373.5,144860.1,216.17,26.402,1982.04,17537.4,6810.6,12232.0,-111.0,1.92,68550.0
SnS,300,66.0,150.776,168.0,2.0,2.33,2.43,4.54,10.0,1709.0,891.1,3261.0,9.38,0.937,8.7465,305.6,66.869,211.0,211.3,3.28,69230.0
SnS,423,66.0,150.776,168.0,2.0,2.33,2.43,4.54,10.0,1709.0,891.1,3261.0,9.38,0.937,8.7465,305.6,66.869,211.0,256.0,2.16,38149.0
SnS,573,66.0,150.776,168.0,2.0,2.33,2.43,4.54,10.0,1709.0,891.1,3261.0,9.38,0.937,8.7465,305.6,66.869,211.0,305.0,1.47,19318.0
SnS,723,66.0,150.776,168.0,2.0,2.33,2.43,4.54,10.0,1709.0,891.1,3261.0,9.38,0.937,8.7465,305.6,66.869,211.0,413.0,1.03,6500.0
SnS,873,66.0,150.776,168.0,2.0,2.33,2.43,4.54,10.0,1709.0,891.1,3261.0,9.38,0.937,8.7465,305.6,66.869,211.0,361.0,0.73,5700.0
SnS0.88Se0.12,300,68.16,156.40328,168.12,2.0,2.348,2.4468,4.5364,10.0,1701.92,903.604,3289.836,9.7064,0.8902,9.34368,308.948,66.89912,204.28,184.0,2.37,102724.0
SnS0.88Se0.12,423,68.16,156.40328,168.12,2.0,2.348,2.4468,4.5364,10.0,1701.92,903.604,3289.836,9.7064,0.8902,9.34368,308.948,66.89912,204.28,213.0,1.82,54487.0
SnS0.88Se0.12,573,68.16,156.40328,168.12,2.0,2.348,2.4468,4.5364,10.0,1701.92,903.604,3289.836,9.7064,0.8902,9.34368,308.948,66.89912,204.28,250.0,1.27,23000.0
SnS0.88Se0.12,872,68.16,156.40328,168.12,2.0,2.348,2.4468,4.5364,10.0,1701.92,903.604,3289.836,9.7064,0.8902,9.34368,308.948,66.89912,204.28,378.0,1.0,6200.0
SnS0.88Se0.12,723,68.16,156.40328,168.12,2.0,2.348,2.4468,4.5364,10.0,1701.92,903.604,3289.836,9.7064,0.8902,9.34368,308.948,66.89912,204.28,377.0,0.99,8150.0
SnS0.91Se0.09,300,67.62,154.99646,168.09,2.0,2.3435,2.4426,4.5373,10.0,1703.69,900.478,3282.627,9.6248,0.9019,9.194385,308.111,66.89159,205.96,204.0,2.3,128084.0
SnS0.91Se0.09,423,67.62,154.99646,168.09,2.0,2.3435,2.4426,4.5373,10.0,1703.69,900.478,3282.627,9.6248,0.9019,9.194385,308.111,66.89159,205.96,243.0,1.71,73350.0
SnS0.91Se0.09,573,67.62,154.99646,168.09,2.0,2.3435,2.4426,4.5373,10.0,1703.69,900.478,3282.627,9.6248,0.9019,9.194385,308.111,66.89159,205.96,293.0,1.22,31650.0
SnS0.91Se0.09,723,67.62,154.99646,168.09,2.0,2.3435,2.4426,4.5373,10.0,1703.69,900.478,3282.627,9.6248,0.9019,9.194385,308.111,66.89159,205.96,375.0,0.87,12200.0
SnS0.91Se0.09,873,67.62,154.99646,168.09,2.0,2.3435,2.4426,4.5373,10.0,1703.69,900.478,3282.627,9.6248,0.9019,9.194385,308.111,66.89159,205.96,379.0,0.63,7500.0
SnS0.94Se0.06,300,67.08,153.58964,168.06,2.0,2.339,2.4384,4.5382,10.0,1705.46,897.352,3275.418,9.5432,0.9136,9.04509,307.274,66.88406,207.64,218.0,2.55,88600.0
SnS0.94Se0.06,423,67.08,153.58964,168.06,2.0,2.339,2.4384,4.5382,10.0,1705.46,897.352,3275.418,9.5432,0.9136,9.04509,307.274,66.88406,207.64,259.0,1.81,47100.0
SnS0.94Se0.06,573,67.08,153.58964,168.06,2.0,2.339,2.4384,4.5382,10.0,1705.46,897.352,3275.418,9.5432,0.9136,9.04509,307.274,66.88406,207.64,305.0,1.33,20600.0
SnS0.94Se0.06,723,67.08,153.58964,168.06,2.0,2.339,2.4384,4.5382,10.0,1705.46,897.352,3275.418,9.5432,0.9136,9.04509,307.274,66.88406,207.64,370.0,1.03,9400.0
SnS0.94Se0.06,873,67.08,153.58964,168.06,2.0,2.339,2.4384,4.5382,10.0,1705.46,897.352,3275.418,9.5432,0.9136,9.04509,307.274,66.88406,207.64,382.0,0.67,6730.0
SnS0.97Se0.03,300,66.54,152.18282,168.03,2.0,2.3345,2.4342,4.5391,10.0,1707.23,894.226,3268.209,9.4616,0.9253,8.895795,306.437,66.87653,209.32,215.0,2.92,73400.0
SnS0.97Se0.03,423,66.54,152.18282,168.03,2.0,2.3345,2.4342,4.5391,10.0,1707.23,894.226,3268.209,9.4616,0.9253,8.895795,306.437,66.87653,209.32,253.0,2.19,41300.0
SnS0.97Se0.03,573,66.54,152.18282,168.03,2.0,2.3345,2.4342,4.5391,10.0,1707.23,894.226,3268.209,9.4616,0.9253,8.895795,306.437,66.87653,209.32,300.0,1.49,20200.0
TlCr5Se8,323,473.0,1096.0438,1033.0,19.0,18.1,17.11,30.32,81.0,11382.0,15148.1,24121.1,86.17,4.94,142.194,2187.2,518.76,1451.0,226.0,0.71,6670.0
TlCr5Se8,423,473.0,1096.0438,1033.0,19.0,18.1,17.11,30.32,81.0,11382.0,15148.1,24121.1,86.17,4.94,142.194,2187.2,518.76,1451.0,247.0,0.71,5878.0
TlCr5Se8,523,473.0,1096.0438,1033.0,19.0,18.1,17.11,30.32,81.0,11382.0,15148.1,24121.1,86.17,4.94,142.194,2187.2,518.76,1451.0,267.0,0.71,5400.0
TlCr5Se8,623,473.0,1096.0438,1033.0,19.0,18.1,17.11,30.32,81.0,11382.0,15148.1,24121.1,86.17,4.94,142.194,2187.2,518.76,1451.0,284.0,0.69,5010.0
TlCr5Se8,723,473.0,1096.0438,1033.0,19.0,18.1,17.11,30.32,81.0,11382.0,15148.1,24121.1,86.17,4.94,142.194,2187.2,518.76,1451.0,296.0,0.68,4880.0
TlCr5Se8,823,473.0,1096.0438,1033.0,19.0,18.1,17.11,30.32,81.0,11382.0,15148.1,24121.1,86.17,4.94,142.194,2187.2,518.76,1451.0,295.0,0.7,5000.0
LaCo0.5(Ni0.5Fe0.5)0.5O3,300,108.0,245.0054,332.0,7.0,4.9125,5.125,13.295,30.0,5234.75,3125.05,7075.75,14.79429,3.38,22.78027,792.4797,106.30522,440.5,109.0,0.07,1060.0
LaCo0.5Fe0.5O3,300,107.5,244.2938,330.5,7.0,4.93,5.135,13.275,29.5,5241.0,3145.55,7080.75,14.53429,3.38,21.86277,787.2797,103.68022,441.5,655.0,0.22,5.0
LaCo0.75Fe0.25O3,300,107.75,245.06535,331.25,7.0,4.92,5.1375,13.2875,29.75,5240.5,3135.55,7110.75,14.79429,3.375,22.46027,794.0047,108.63022,432.75,629.0,0.31,22.0
LaCo0.75Ni0.25O3,300,108.25,245.77695,332.75,7.0,4.9025,5.1275,13.3075,30.25,5234.25,3115.05,7105.75,15.05429,3.375,23.37777,799.2047,111.25522,431.75,114.0,0.33,4340.0
LaCo0.8(Ni0.5Fe0.5)0.2O3,300,108.0,245.5043,332.0,7.0,4.911,5.134,13.298,30.0,5237.9,3125.35,7114.75,14.95029,3.374,22.94677,797.4297,110.67022,430.6,234.0,0.16,1380.0
LaCo0.9(Ni0.5Fe0.5)0.1O3,300,108.0,245.6706,332.0,7.0,4.9105,5.137,13.299,30.0,5238.95,3125.45,7127.75,15.00229,3.372,23.00227,799.0797,112.12522,427.3,328.0,0.48,829.0
LaCo0.95Fe0.05O3,300,107.95,245.68259,331.85,7.0,4.912,5.1395,13.2975,29.95,5240.1,3127.55,7134.75,15.00229,3.371,22.93827,799.3847,112.59022,425.75,615.0,0.29,45.0
LaCo0.95Ni0.05O3,300,108.05,245.82491,332.15,7.0,4.9085,5.1375,13.3015,30.05,5238.85,3123.45,7133.75,15.05429,3.371,23.12177,800.4247,113.11522,425.55,302.0,0.55,1496.0
LaCo0.9Fe0.1O3,300,107.9,245.52828,331.7,7.0,4.914,5.139,13.295,29.9,5240.2,3129.55,7128.75,14.95029,3.372,22.81877,798.0397,111.60022,427.5,599.0,0.26,39.0
LaCo0.9Ni0.1O3,300,108.1,245.81292,332.3,7.0,4.907,5.135,13.303,30.1,5237.7,3121.35,7126.75,15.05429,3.372,23.18577,800.1197,112.65022,427.1,265.0,0.43,1518.0
LaCoO3,300,108.0,245.8369,332.0,7.0,4.91,5.14,13.3,30.0,5240.0,3125.55,7140.75,15.05429,3.37,23.05777,800.7297,113.58022,424.0,600.0,0.43,64.0
Bi0.92Ag0.08CuSeO,323,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,185.0,0.53,2420.0
Bi0.92Ag0.08CuSeO,373,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,194.0,0.53,2190.0
Bi0.92Ag0.08CuSeO,423,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,203.0,0.48,1910.0
Bi0.92Ag0.08CuSeO,473,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,221.0,0.45,1675.0
Bi0.92Ag0.08CuSeO,523,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,255.0,0.44,1880.0
Bi0.92Ag0.08CuSeO,573,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,293.0,0.43,2020.0
Bi0.92Ag0.08CuSeO,673,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,331.0,0.43,2210.0
Bi0.92Ag0.08CuSeO,723,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,333.0,0.41,2310.0
Bi0.92Ag0.08CuSeO,773,151.12,359.3967964,324.32,4.92,4.4076,4.7356,9.9028,28.48,3705.24,2500.48,5773.76,23.56143,1.7492,31.26659,457.8723,443.10714,280.04,336.0,0.4,2325.0
Bi0.94Ag0.06CuSeO,323,151.84,361.4190398,324.74,4.94,4.4032,4.7342,9.9046,28.36,3704.68,2486.66,5760.72,23.54643,1.7469,31.26659,454.9567,434.68454,275.78,223.0,0.55,1662.0
Bi0.94Ag0.06CuSeO,373,151.84,361.4190398,324.74,4.94,4.4032,4.7342,9.9046,28.36,3704.68,2486.66,5760.72,23.54643,1.7469,31.26659,454.9567,434.68454,275.78,236.0,0.55,1576.0
Bi0.94Ag0.06CuSeO,423,151.84,361.4190398,324.74,4.94,4.4032,4.7342,9.9046,28.36,3704.68,2486.66,5760.72,23.54643,1.7469,31.26659,454.9567,434.68454,275.78,250.0,0.52,1430.0
Bi0.94Ag0.06CuSeO,473,151.84,361.4190398,324.74,4.94,4.4032,4.7342,9.9046,28.36,3704.68,2486.66,5760.72,23.54643,1.7469,31.26659,454.9567,434.68454,275.78,260.0,0.5,1470.0
Bi0.94Ag0.06CuSeO,523,151.84,361.4190398,324.74,4.94,4.4032,4.7342,9.9046,28.36,3704.68,2486.66,5760.72,23.54643,1.7469,31.26659,454.9567,434.68454,275.78,274.0,0.49,1580.0
